trajectory_id,environment,model,n_steps_total,critical_failure_module,failure_type,critical_failure_step,mean_memory_length,memory_proportion,memory_variability,mean_reflection_length,reflection_proportion,reflection_variability,mean_plan_length,plan_proportion,plan_variability,extraction_warnings,parse_errors
GPT-4o_011_memory_b001_t00_e03-21a3a421,GAIA,gpt-4o,12,memory,over_simplification,3,90.36363636363636,0.3553807651054701,265.6545454545454,79.81818181818181,0.31390775831247764,167.36363636363637,84.0909090909091,0.3307114765820522,151.6909090909091,,
GPT-4o_012_memory_b001_t00_e04-5e8c1dcf,GAIA,gpt-4o,30,action,Parameter_error,5,89.64285714285714,0.33170344918726047,116.60846560846561,82.75,0.30619796484736356,53.083333333333336,94.48275862068965,0.362098585965376,328.2586206896552,,
GPT-4o_013_memory_b001_t00_e05-c9015705,GAIA,gpt-4o,6,action,parameter_error,5,78.8,0.35336322869955156,474.7,70.6,0.3165919282511211,67.8,73.6,0.33004484304932735,548.3,,
GPT-4o_014_memory_b001_t00_e06-71f77595,GAIA,gpt-4o,30,planning,inefficient_plan,7,118.17857142857143,0.41923223109083996,1142.3743386243386,76.75,0.2722665653110351,95.52777777777777,83.96551724137932,0.30850120359812494,116.17733990147784,,
GPT-4o_015_memory_b001_t00_e07-f5b5d66a,GAIA,gpt-4o,13,reflection,outcome_misinterpretation,4,99.91666666666667,0.37751889168765745,664.9924242424242,81.25,0.30698992443324935,95.29545454545455,83.5,0.3154911838790932,183,,
GPT-4o_016_memory_b001_t00_e08-f572f2ad,GAIA,gpt-4o,30,planning,inefficient_plan,2,106.32142857142857,0.3728240450845335,502.4484126984127,89.82142857142857,0.3149655604257984,71.11507936507937,85.96551724137932,0.31221039448966814,107.53448275862068,,
Llama3.3-70B-Turbo_001_memory_b000_t00_e00-7743eba0,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,planning,inefficient_plan,6,656.72,0.6941778360323031,111492.62666666666,158,0.16701196566741364,0,126.26923076923077,0.1388101983002833,391.0846153846154,,
Llama3.3-70B-Turbo_002_memory_b000_t00_e01-7ab08a46,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,planning,inefficient_plan,10,243.28571428571428,0.5148514851485149,10054.063492063493,127.60714285714286,0.27004761544856776,146.61772486772486,98.13793103448276,0.21510089940291738,460.9802955665025,,
Llama3.3-70B-Turbo_003_memory_b000_t00_e02-8d639e26,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,action,misalignment,2,486.89285714285717,0.7007453096890259,50154.543650793654,109.10714285714286,0.1570290413775379,32.61772486772487,95.41379310344827,0.14222564893343614,32.608374384236456,,
Llama3.3-70B-Turbo_004_memory_b000_t00_e03-21a3a421,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,1,planning,constraint_ignorance,1,,0.0,,,0.0,,230,1.0,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND,
Llama3.3-70B-Turbo_005_memory_b000_t00_e04-5e8c1dcf,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,system,tool_execution_error ,1,92,0.356638515852139,0,84.78571428571429,0.3286722968295722,17.285714285714285,78.37931034482759,0.3146891873182888,150.0295566502463,,
Llama3.3-70B-Turbo_006_memory_b000_t00_e05-c9015705,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,reflection,progress_misjudge,6,183.67857142857142,0.4627913254746693,494.89285714285717,110.35714285714286,0.2780527310357239,94.31216931216932,99.3103448275862,0.25915594348960674,41.935960591133004,,
Llama3.3-70B-Turbo_007_memory_b000_t00_e08-f572f2ad,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,13,action,parameter_error,1,117.16666666666667,0.31209766925638177,599.969696969697,136,0.3622641509433962,270.90909090909093,122.25,0.32563817980022197,1298.5681818181818,,
Llama3.3-70B-Turbo_008_memory_b000_t00_e09-f0557a9f,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,19,planning,impossible_action,7,407.6666666666667,0.5911544348666721,32269.882352941175,143.16666666666666,0.20760493031499236,50.26470588235294,138.77777777777777,0.20124063481833562,1578.3006535947713,,
Llama3.3-70B-Turbo_009_memory_b001_t00_e00-7743eba0,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,memory,hallucination,4,545.3928571428571,0.759524520043768,52118.98809523809,88.39285714285714,0.12309758281110117,54.173280423280424,81.37931034482759,0.1173778971451308,386.38669950738915,,
Llama3.3-70B-Turbo_010_memory_b001_t00_e01-7ab08a46,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,8,memory,over_simplification,2,223.85714285714286,0.5161396574440053,7983.142857142857,114,0.2628458498023715,240.33333333333334,95.85714285714286,0.2210144927536232,180.47619047619048,,
Llama3.3-70B-Turbo_011_memory_b001_t00_e02-8d639e26,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,planning,inefficient_plan,3,132.64285714285714,0.3682697074863659,297.12698412698415,103.71428571428571,0.28795240456122956,4.656084656084656,119.55172413793103,0.34377788795240455,515.6133004926108,,
Llama3.3-70B-Turbo_012_memory_b001_t00_e03-21a3a421,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,5,reflection,outcome_misinterpretation,4,191,0.4619105199516324,5459.333333333333,108.25,0.2617896009673519,41.583333333333336,114.25,0.2762998790810157,284.9166666666667,,
Llama3.3-70B-Turbo_013_memory_b001_t00_e04-5e8c1dcf,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,reflection,progress_misjudge,2,84,0.19399538106235567,,79,0.18244803695150116,,270,0.6235565819861432,,,
Llama3.3-70B-Turbo_014_memory_b001_t00_e05-c9015705,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,system,tool_execution_error,4,100.57142857142857,0.3389504092441021,63.06878306878307,104.67857142857143,0.3527924891670679,25.855820105820104,88.3103448275862,0.30825710158883,945.0788177339901,,
Llama3.3-70B-Turbo_015_memory_b001_t00_e06-71f77595,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,4,action,misalignment,1,100,0.3115264797507788,13,117.66666666666667,0.36656282450674976,42.333333333333336,77.5,0.32191069574247144,659.6666666666666,,
Llama3.3-70B-Turbo_016_memory_b001_t00_e07-f5b5d66a,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,17,planning,inefficient_plan,8,178.8125,0.5000873973081629,10189.895833333334,96.625,0.27023247683971335,119.71666666666667,82.125,0.22968012585212375,598.3833333333333,,
Llama3.3-70B-Turbo_017_memory_b001_t00_e08-f572f2ad,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,planning,inefficient_plan,2,92.57142857142857,0.3384695743013842,94.55026455026454,108.92857142857143,0.3982763123530948,82.88359788359789,69.51724137931035,0.263254113345521,398.04433497536945,,
Qwen3-8B_001_memory_b000_t00_e00-7743eba0,GAIA,qwen3-8b,12,planning,impossible_action,2,81.375,0.3610648918469218,129.69642857142858,69.5,0.3083749306711037,70,74.5,0.33056017748197447,103.71428571428571,,
Qwen3-8B_002_memory_b000_t00_e01-7ab08a46,GAIA,qwen3-8b,4,planning,inefficient_plan,4,66,0.125,,78,0.4431818181818182,229,76,0.4318181818181818,193,,
Qwen3-8B_003_memory_b000_t00_e02-8d639e26,GAIA,qwen3-8b,5,planning,inefficient_plan,2,,,,,,,,,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_004_memory_b000_t00_e04-5e8c1dcf,GAIA,qwen3-8b,1,planning,constraint_ignorance,1,,,,,,,,,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_005_memory_b000_t00_e05-c9015705,GAIA,qwen3-8b,3,planning,inefficient_plan,3,,,,,,,,,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_006_memory_b000_t00_e06-71f77595,GAIA,qwen3-8b,1,system,llm_limit,1,,,,,,,,,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_007_memory_b000_t00_e07-f5b5d66a,GAIA,qwen3-8b,3,planning,inefficient_plan,2,,,,,,,,,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_008_memory_b000_t00_e08-f572f2ad,GAIA,qwen3-8b,4,reflection,outcome_misinterpretation,2,,0.0,,96,0.5907692307692308,1250,66.5,0.40923076923076923,112.5,NO_MEMORY_TAGS_FOUND,
Qwen3-8B_009_memory_b000_t00_e09-f0557a9f,GAIA,qwen3-8b,6,planning,inefficient_plan,4,,0.0,,98,0.5355191256830601,338,85,0.4644808743169399,128,NO_MEMORY_TAGS_FOUND,
Qwen3-8B_010_memory_b001_t00_e00-7743eba0,GAIA,qwen3-8b,1,planning,constraint_ignorance,1,,,,,,,,,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_011_memory_b001_t00_e01-7ab08a46,GAIA,qwen3-8b,21,system,tool_execution_error,5,81.6875,0.35877024430414495,7.5625,63.45,0.34833928081251714,196.99736842105264,53.35,0.2928904748833379,76.97631578947369,,
Qwen3-8B_012_memory_b001_t00_e02-8d639e26,GAIA,qwen3-8b,7,planning,inefficient_plan,2,77,0.11596385542168675,,100,0.6024096385542169,177.33333333333334,62.333333333333336,0.2816265060240964,121.33333333333333,,
Qwen3-8B_013_memory_b001_t00_e03-21a3a421,GAIA,qwen3-8b,4,reflection,outcome_misinterpretation,4,,0.0,,68,0.6538461538461539,364,54,0.34615384615384615,162,NO_MEMORY_TAGS_FOUND,
Qwen3-8B_014_memory_b001_t00_e04-5e8c1dcf,GAIA,qwen3-8b,4,reflection,progress_misjudge,4,,0.0,,80,0.6477732793522267,0,43.5,0.3522267206477733,24.5,NO_MEMORY_TAGS_FOUND,
Qwen3-8B_015_memory_b001_t00_e05-c9015705,GAIA,qwen3-8b,2,reflection,outcome_misinterpretation,2,,0.0,,127,1.0,,,0.0,,NO_MEMORY_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_016_memory_b001_t00_e06-71f77595,GAIA,qwen3-8b,4,reflection,progress_misjudge,4,,,,,,,,,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_017_memory_b001_t00_e07-f5b5d66a,GAIA,qwen3-8b,5,planning,inefficient_plan,2,65,0.3170731707317073,32,77,0.375609756097561,242,63,0.3073170731707317,98,,
GPT-4o_001_chat_b000_t00_e00-d3248f80,WebShop,gpt-4o,30,plan,inefficient_plan,29,60.172413793103445,0.2845263329528779,172.2192118226601,79.37931034482759,0.3753464862220773,418.38669950738915,69.53333333333333,0.34012718082504484,268.18850574712644,,
GPT-4o_002_chat_b000_t00_e01-5b8f974f,WebShop,gpt-4o,30,reflection,progress_misjudge,2,58.6551724137931,0.26724273369992146,160.66256157635468,82.72413793103448,0.376904948939513,441.42118226600985,75.5,0.3558523173605656,268.05172413793105,,
GPT-4o_003_chat_b000_t00_e02-1e119842,WebShop,gpt-4o,30,system,environment_error,1,60.62068965517241,0.2789148024750119,195.95812807881774,82.79310344827586,0.38092971600825004,528.5985221674877,71.46666666666667,0.3401554815167381,221.6367816091954,,
GPT-4o_004_chat_b000_t00_e03-21a3a421,WebShop,gpt-4o,21,reflection,progress_misjudge,2,60.1,0.2843624319848592,284.41052631578947,78.6,0.37189496096522356,244.67368421052632,69.19047619047619,0.3437426070499172,188.56190476190477,,
GPT-4o_005_chat_b000_t00_e04-7e3c13ba,WebShop,gpt-4o,30,plan,inefficient_plan,6,54.241379310344826,0.26207930689770076,161.54679802955664,77.41379310344827,0.3740419860046651,340.179802955665,72.8,0.36387870709763415,330.4413793103448,,
GPT-4o_006_chat_b000_t00_e05-996588dc,WebShop,gpt-4o,30,plan,inefficient_plan,9,52.51724137931034,0.2605200136845707,147.4014778325123,77.93103448275862,0.38658912076633595,272.4950738916256,68.76666666666667,0.3528908655490934,129.28850574712644,,
GPT-4o_007_chat_b000_t00_e06-a15c0dc2,WebShop,gpt-4o,30,reflection,progress_misjudge,11,57.6551724137931,0.29379722368652256,175.30541871921181,72.55172413793103,0.3697065542083992,348.6847290640394,63.833333333333336,0.3364962221050782,111.5919540229885,,
GPT-4o_008_chat_b000_t00_e07-d50ae81f,WebShop,gpt-4o,30,plan,inefficient_plan,13,55.10344827586207,0.26753725096266534,202.0960591133005,77.20689655172414,0.3748535074501925,478.3128078817734,71.2,0.35760924158714213,198.02758620689656,,
GPT-4o_009_chat_b000_t00_e08-6a7bac22,WebShop,gpt-4o,30,plan,inefficient_plan,5,60.206896551724135,0.27936,197.5985221674877,82.51724137931035,0.38288,558.115763546798,70.36666666666666,0.33776,296.99885057471266,,
GPT-4o_010_chat_b000_t00_e09-f0557a9f,WebShop,gpt-4o,20,memory,hallucination,2,59,0.27726935443977246,144.11111111111111,80.57894736842105,0.3786791986148899,265.03508771929825,69.55,0.3440514469453376,183.94473684210527,,
GPT-4o_011_chat_b000_t00_e10-69d80a84,WebShop,gpt-4o,30,plan,inefficient_plan,21,57.793103448275865,0.28886590830748016,185.8128078817734,71.48275862068965,0.3572905894519131,274.40147783251234,68.43333333333334,0.3538435022406067,196.3919540229885,,
GPT-4o_012_chat_b000_t00_e11-1cc61441,WebShop,gpt-4o,30,plan,constraint_ignorance,13,63.51724137931034,0.2813072693952352,208.75862068965517,87.37931034482759,0.3869883934025657,376.0295566502463,72.4,0.33170433720219916,217.7655172413793,,
GPT-4o_013_chat_b000_t00_e12-f27d2887,WebShop,gpt-4o,30,memory,hallucination,2,63.310344827586206,0.2799207196218936,285.0073891625616,85.13793103448276,0.3764293337398994,667.7660098522167,75.13333333333334,0.343649946638207,376.46436781609196,,
GPT-4o_014_chat_b000_t00_e13-c39f2c41,WebShop,gpt-4o,30,memory,hallucination,2,59.86206896551724,0.2778933888266368,184.1231527093596,82.48275862068965,0.3829037938210341,341.2586206896552,70.63333333333334,0.3392028173523291,174.03333333333333,,
GPT-4o_015_chat_b000_t00_e14-1d03d2d8,WebShop,gpt-4o,25,memory,over_simplification,2,57.291666666666664,0.27494501099780044,100.30253623188406,82.375,0.39532093581283745,267.8967391304348,65.96,0.3297340531893621,181.79,,
Llama3.3-70B-Turbo_004_webshop_task_004,WebShop,llama-70b,30,memory,over_simplification,2,98.82758620689656,0.3257188316854188,341.36206896551727,99.34482758620689,0.32742357086032503,206.01970443349754,101.73333333333333,0.34685759745425615,298.34022988505745,,
Llama3.3-70B-Turbo_005_webshop_task_005,WebShop,llama-70b,30,system,environment_error,1,97.27586206896552,0.3056338028169014,333.064039408867,108.44827586206897,0.34073672806067173,378.3990147783251,108.8,0.3536294691224269,1439.8206896551724,,
Llama3.3-70B-Turbo_006_webshop_task_006,WebShop,llama-70b,30,memory,over_simplification,6,95.86206896551724,0.3089575461213603,76.19458128078817,105.86206896551724,0.34118693042898424,222.33743842364532,104.93333333333334,0.3498555234496555,252.06436781609196,,
Llama3.3-70B-Turbo_007_webshop_task_007,WebShop,llama-70b,30,memory,hallucination,21,95.89655172413794,0.3067504963600265,99.3103448275862,111.93103448275862,0.35804103242885504,275.85221674876846,101.3,0.33520847121111846,283.52758620689656,,
Llama3.3-70B-Turbo_008_webshop_task_008,WebShop,llama-70b,30,memory,hallucination,2,103.13793103448276,0.3318908122503329,100.76600985221675,108.48275862068965,0.3490901020861074,204.54433497536945,95.83333333333333,0.3190190856635597,304.14367816091954,,
Llama3.3-70B-Turbo_009_webshop_task_009,WebShop,llama-70b,30,action,parameter_error,9,109.20689655172414,0.3229984701682815,354.16995073891627,111.13793103448276,0.3287098419173891,333.3374384236453,113.83333333333333,0.3482916879143294,522.0057471264367,,
Llama3.3-70B-Turbo_010_webshop_task_010,WebShop,llama-70b,30,memory,over_simplification,4,97.62068965517241,0.31945384788986686,162.3152709359606,107.20689655172414,0.3508237418190025,344.2413793103448,97.4,0.3297224102911307,493.1448275862069,,
Llama3.3-70B-Turbo_011_webshop_task_011,WebShop,llama-70b,30,plan,plan_inefficient,4,107.17241379310344,0.33099041533546325,241.93349753694582,109.96551724137932,0.33961661341853033,308.89162561576353,103.1,0.3293929712460064,348.43793103448274,,
Llama3.3-70B-Turbo_012_webshop_task_012,WebShop,llama-70b,30,system,environment_error,1,101.20689655172414,0.30662348516506477,359.3128078817734,112.93103448275862,0.34214375261178437,458.70935960591135,112.06666666666666,0.35123276222315086,720.7540229885058,,
Llama3.3-70B-Turbo_013_webshop_task_013,WebShop,llama-70b,30,system,environment_error,1,112.48275862068965,0.32574395845815857,290.33004926108373,113.10344827586206,0.32754144198122626,299.45320197044333,115.73333333333333,0.3467145995606151,509.0298850574713,,
Llama3.3-70B-Turbo_014_webshop_task_014,WebShop,llama-70b,30,memory,over_simplification,2,97.6896551724138,0.3229594163246694,220.15024630541873,101.48275862068965,0.33549931600547195,257.1871921182266,99.86666666666666,0.34154126766985865,396.39540229885057,,
Llama3.3-70B-Turbo_015_webshop_task_015,WebShop,llama-70b,30,reflection,causal_misattribution,6,104.27586206896552,0.32934001306904814,221.99261083743843,107.34482758620689,0.3390328904378131,222.80541871921181,101.5,0.33162709649313876,358.1896551724138,,
Llama3.3-70B-Turbo_016_webshop_task_016,WebShop,llama-70b,30,memory,over_simplification,4,98.3103448275862,0.3075844211889093,392.6502463054187,112.24137931034483,0.3511705685618729,438.4039408866995,105.43333333333334,0.34124501024921783,630.2540229885058,,
Llama3.3-70B-Turbo_017_webshop_task_017,WebShop,llama-70b,30,memory,hallucination,6,101.41379310344827,0.3056219474176452,324.10837438423647,115.89655172413794,0.349267380234854,248.95320197044336,110.7,0.34511067234750076,405.59655172413795,,
Llama3.3-70B-Turbo_018_webshop_task_018,WebShop,llama-70b,30,plan,plan_inefficient,6,105.24137931034483,0.3269416175682914,225.9039408866995,112.24137931034483,0.3486877343331548,281.33251231527095,100.93333333333334,0.3243706480985538,393.30574712643676,,
Llama3.3-70B-Turbo_019_webshop_task_019,WebShop,llama-70b,30,plan,plan_inefficient,7,103.34482758620689,0.32569006737665723,261.6625615763547,106.55172413793103,0.3357965659639209,193.54187192118226,103.83333333333333,0.3385133666594219,562.0747126436781,,
Llama3.3-70B-Turbo_020_webshop_task_020,WebShop,llama-70b,30,memory,,4,109.55172413793103,0.32253807106598986,220.25615763546799,119.24137931034483,0.35106598984771575,305.33251231527095,107.16666666666667,0.32639593908629444,382.0057471264368,,
Qwen3-8B_001_chat_b000_t00_e00-d3248f80,WebShop,qwen3-8b,30,plan,constraint_ignorance,8,67.82758620689656,0.3683520599250936,240.29064039408868,61.06896551724138,0.3316479400749064,303.20935960591135,53.4,0.3,297.90344827586205,,
Qwen3-8B_002_chat_b000_t00_e01-7ab08a46,WebShop,qwen3-8b,5,reflection,progress_misjudge,5,62,0.3401920438957476,749.3333333333334,64.25,0.35253772290809327,1564.9166666666667,44.8,0.30727023319615915,489.7,,
Qwen3-8B_003_chat_b000_t00_e02-1e119842,WebShop,qwen3-8b,30,plan,constraint_ignorance,7,70.86206896551724,0.3834670647508864,285.9088669950739,56,0.3030416122410898,244.35714285714286,56,0.3134913230080239,262.41379310344826,,
Qwen3-8B_004_chat_b000_t00_e03-d2034edc,WebShop,qwen3-8b,30,plan,inefficient_plan,15,70.93103448275862,0.365234375,173.06650246305418,62.58620689655172,0.322265625,336.4655172413793,58.666666666666664,0.3125,255.816091954023,,
Qwen3-8B_005_chat_b000_t00_e04-7e3c13ba,WebShop,qwen3-8b,30,system,environment_error,1,73.82758620689656,0.3760098349139445,193.29064039408868,60.10344827586207,0.3061116965226554,147.23891625615764,60.333333333333336,0.3178784685634001,132.8505747126437,,
Qwen3-8B_006_chat_b000_t00_e05-996588dc,WebShop,qwen3-8b,30,plan,inefficient_plan,7,71.41379310344827,0.3785414001096692,167.9655172413793,59.13793103448276,0.31347102906232865,229.98029556650246,56.166666666666664,0.3079875708280022,209.79885057471265,,
Qwen3-8B_007_chat_b000_t00_e07-d50ae81f,WebShop,qwen3-8b,30,plan,constraint_ignorance,8,65.44827586206897,0.3761395164486722,185.75615763546799,54.206896551724135,0.31153388822829964,137.16995073891624,52.53333333333333,0.31232659532302814,129.01609195402298,,
Qwen3-8B_008_chat_b000_t00_e08-6a7bac22,WebShop,qwen3-8b,30,plan,inefficient_plan,7,62.03448275862069,0.3829289059174117,205.4630541871921,51.310344827586206,0.3167305236270754,161.86453201970443,47.03333333333333,0.300340570455513,109.55057471264368,,
Qwen3-8B_009_chat_b000_t00_e09-f0557a9f,WebShop,qwen3-8b,13,reflection,progress_misjudge,13,68.58333333333333,0.3759707629054363,182.08333333333334,57.75,0.3165829145728643,324.5681818181818,51.76923076923077,0.3074463225216994,231.52564102564102,,
Qwen3-8B_010_chat_b000_t00_e10-69d80a84,WebShop,qwen3-8b,30,plan,inefficient_plan,4,69.65517241379311,0.3913211933359163,203.30541871921181,54.44827586206897,0.3058891902363425,309.9704433497537,52.1,0.30278961642774116,360.0241379310345,,
Qwen3-8B_011_chat_b000_t00_e11-1cc61441,WebShop,qwen3-8b,30,plan,inefficient_plan,12,72.24137931034483,0.3950594003394305,275.1896551724138,56.03448275862069,0.3064303224589855,264.0344827586207,52.766666666666666,0.298510277201584,242.32298850574713,,
Qwen3-8B_012_chat_b000_t00_e12-f27d2887,WebShop,qwen3-8b,30,plan,constraint_ignorance,12,67.10344827586206,0.3924969745865268,310.3817733990148,52.86206896551724,0.30919725695845096,159.83743842364532,49.3,0.2983057684550222,173.3896551724138,,
Qwen3-8B_013_chat_b000_t00_e13-eb20423f,WebShop,qwen3-8b,9,reflection,causal_misattribution,6,71.625,0.39354395604395603,82.55357142857143,56,0.3076923076923077,124.57142857142857,48.333333333333336,0.29876373626373626,145.5,,
Qwen3-8B_014_chat_b000_t00_e14-1d03d2d8,WebShop,qwen3-8b,4,reflection,progress_misjudge,4,70.33333333333333,0.358843537414966,801.3333333333334,58.666666666666664,0.29931972789115646,752.3333333333334,50.25,0.34183673469387754,230.25,,
Qwen3-8B_015_chat_b000_t00_e15-75a3b882,WebShop,qwen3-8b,7,action,misalignment,7,78.5,0.3699921445404556,361.1,70.5,0.3322859387274156,384.7,54.142857142857146,0.29772191673212883,353.4761904761905,,
Qwen3-8B_016_chat_b000_t00_e16-3c6f739f,WebShop,qwen3-8b,4,reflection,progress_misjudge,4,69,0.34966216216216217,931,62.666666666666664,0.31756756756756754,721.3333333333334,49.25,0.3327702702702703,326.9166666666667,,
Qwen3-8B_017_chat_b000_t00_e17-fbe4c42d,WebShop,qwen3-8b,9,memory,hallucination,9,56.75,0.313969571230982,197.35714285714286,62.125,0.3437067773167358,380.69642857142856,55,0.34232365145228216,605.25,,
Qwen3-8B_018_chat_b000_t00_e18-5d01dff2,WebShop,qwen3-8b,9,memory,hallucination,9,59.875,0.34116809116809116,249.26785714285714,57.625,0.32834757834757833,55.69642857142857,51.55555555555556,0.33048433048433046,101.27777777777777,,
