trajectory_id,environment,model,n_steps_total,critical_failure_module,failure_type,critical_failure_step,mean_memory_length,memory_proportion,memory_variability,mean_reflection_length,reflection_proportion,reflection_variability,mean_plan_length,plan_proportion,plan_variability,extraction_warnings,parse_errors
GPT-4o_011_memory_b001_t00_e03-21a3a421,GAIA,gpt-4o,12,memory,over_simplification,3,105,0.36286522148916117,291.8,90.27272727272727,0.31196983977379833,164.21818181818182,94.0909090909091,0.32516493873704055,209.8909090909091,,
GPT-4o_012_memory_b001_t00_e04-5e8c1dcf,GAIA,gpt-4o,30,action,Parameter_error,5,111.28571428571429,0.3474963755994201,203.1005291005291,96.46428571428571,0.3012155681944909,68.48015873015873,108.62068965517241,0.351288056206089,449.6009852216749,,
GPT-4o_013_memory_b001_t00_e05-c9015705,GAIA,gpt-4o,6,action,parameter_error,5,120,0.3785488958990536,1302.5,90.6,0.2858044164037855,179.3,106.4,0.3356466876971609,1411.3,,
GPT-4o_014_memory_b001_t00_e06-71f77595,GAIA,gpt-4o,30,planning,inefficient_plan,7,152.32142857142858,0.4386055121349239,1815.781746031746,90.57142857142857,0.26079802550390785,123.21693121693121,100.79310344827586,0.30059646236116827,167.74137931034483,,
GPT-4o_015_memory_b001_t00_e07-f5b5d66a,GAIA,gpt-4o,13,reflection,outcome_misinterpretation,4,127.25,0.4027960960168821,1143.840909090909,92.83333333333333,0.2938538644157214,136.33333333333334,95.83333333333333,0.3033500395673965,181.06060606060606,,
GPT-4o_016_memory_b001_t00_e08-f572f2ad,GAIA,gpt-4o,30,planning,inefficient_plan,2,123.82142857142857,0.3797787271333114,704.6706349206349,101.46428571428571,0.3112060466644758,108.48015873015873,97.27586206896552,0.3090152262022127,139.49261083743843,,
Llama3.3-70B-Turbo_001_memory_b000_t00_e00-7743eba0,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,planning,inefficient_plan,6,891.52,0.7185968532370389,214485.92666666667,191,0.15395279855558422,0,152.03846153846155,0.12745034820737683,786.7584615384616,,
Llama3.3-70B-Turbo_002_memory_b000_t00_e01-7ab08a46,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,planning,inefficient_plan,10,328.25,0.5446518518518518,17381.60185185185,150.78571428571428,0.2501925925925926,188.1005291005291,119.37931034482759,0.20515555555555556,720.1724137931035,,
Llama3.3-70B-Turbo_003_memory_b000_t00_e02-8d639e26,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,action,misalignment,2,652.9285714285714,0.7306370394053233,92311.40211640211,126.39285714285714,0.14143553672767964,48.46957671957672,110.37931034482759,0.12792742386699704,57.38669950738916,,
Llama3.3-70B-Turbo_004_memory_b000_t00_e03-21a3a421,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,1,planning,constraint_ignorance,1,,0.0,,,0.0,,314,1.0,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND,
Llama3.3-70B-Turbo_005_memory_b000_t00_e04-5e8c1dcf,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,system,tool_execution_error ,1,112.07142857142857,0.36252310536044363,0.06878306878306878,100.89285714285714,0.32636321626617376,22.321428571428573,92.86206896551724,0.3111136783733826,214.98029556650246,,
Llama3.3-70B-Turbo_006_memory_b000_t00_e05-c9015705,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,reflection,progress_misjudge,6,241.39285714285714,0.497277810476751,939.5066137566138,124,0.2554443790464979,54.148148148148145,115.89655172413794,0.24727781047675104,106.16748768472907,,
Llama3.3-70B-Turbo_007_memory_b000_t00_e08-f572f2ad,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,13,action,parameter_error,1,160.91666666666666,0.35000906289650174,1919.5378787878788,156.16666666666666,0.3396773608845387,317.7878787878788,142.66666666666666,0.31031357621895955,2336.4242424242425,,
Llama3.3-70B-Turbo_008_memory_b000_t00_e09-f0557a9f,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,19,planning,impossible_action,7,515.7777777777778,0.618644632504831,51582.30065359477,161.88888888888889,0.1941760511761178,70.69281045751634,156.05555555555554,0.1871793163190511,2284.7614379084966,,
Llama3.3-70B-Turbo_009_memory_b001_t00_e00-7743eba0,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,memory,hallucination,4,726.25,0.7865016437826339,93568.19444444444,100.57142857142857,0.10891510346161284,73.95767195767196,93.24137931034483,0.10458325275575324,691.832512315271,,
Llama3.3-70B-Turbo_010_memory_b001_t00_e01-7ab08a46,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,8,memory,over_simplification,2,270.85714285714283,0.536047497879559,12114.47619047619,125.28571428571429,0.24795024031665253,316.23809523809524,109.14285714285714,0.2160022618037885,274.4761904761905,,
Llama3.3-70B-Turbo_011_memory_b001_t00_e02-8d639e26,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,planning,inefficient_plan,3,168.60714285714286,0.38601798855273917,542.9880952380952,117.71428571428571,0.26950122649223224,6.656084656084656,145.27586206896552,0.3444807849550286,786.564039408867,,
Llama3.3-70B-Turbo_012_memory_b001_t00_e03-21a3a421,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,5,reflection,outcome_misinterpretation,4,241.5,0.48493975903614456,10624.333333333334,121.5,0.24397590361445784,52.333333333333336,135,0.2710843373493976,271.3333333333333,,
Llama3.3-70B-Turbo_013_memory_b001_t00_e04-5e8c1dcf,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,reflection,progress_misjudge,2,105,0.19480519480519481,,94,0.17439703153988867,,340,0.6307977736549165,,,
Llama3.3-70B-Turbo_014_memory_b001_t00_e05-c9015705,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,system,tool_execution_error,4,143.5,0.3639822447685479,181.44444444444446,121.42857142857143,0.30799891294501314,32.55026455026455,124.86206896551724,0.328018842286439,2462.4802955665023,,
Llama3.3-70B-Turbo_015_memory_b001_t00_e06-71f77595,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,4,action,misalignment,1,123.66666666666667,0.3240174672489083,134.33333333333334,137,0.3589519650655022,49,90.75,0.3170305676855895,770.9166666666666,,
Llama3.3-70B-Turbo_016_memory_b001_t00_e07-f5b5d66a,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,17,planning,inefficient_plan,8,220.25,0.5210705308295135,15779.933333333332,108.0625,0.25565577406476414,105.52916666666667,94.375,0.22327369510572231,1049.45,,
Llama3.3-70B-Turbo_017_memory_b001_t00_e08-f572f2ad,GAIA,meta-llama/Llama-3.3-70B-Instruct-Turbo,30,planning,inefficient_plan,2,106.25,0.3461717477309751,120.04629629629629,120.07142857142857,0.3912031649988364,91.32804232804233,77.82758620689656,0.2626250872701885,485.14778325123154,,
Qwen3-8B_001_memory_b000_t00_e00-7743eba0,GAIA,qwen3-8b,12,planning,impossible_action,2,109,0.3806198166739415,140.57142857142858,83.5,0.29157573112178087,92.28571428571429,93.875,0.3278044522042776,74.69642857142857,,
Qwen3-8B_002_memory_b000_t00_e01-7ab08a46,GAIA,qwen3-8b,4,planning,inefficient_plan,4,83,0.12828438948995363,,91.66666666666667,0.4250386398763524,336.3333333333333,96.33333333333333,0.446676970633694,532.3333333333334,,
Qwen3-8B_003_memory_b000_t00_e02-8d639e26,GAIA,qwen3-8b,5,planning,inefficient_plan,2,,,,,,,,,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_004_memory_b000_t00_e04-5e8c1dcf,GAIA,qwen3-8b,1,planning,constraint_ignorance,1,,,,,,,,,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_005_memory_b000_t00_e05-c9015705,GAIA,qwen3-8b,3,planning,inefficient_plan,3,,,,,,,,,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_006_memory_b000_t00_e06-71f77595,GAIA,qwen3-8b,1,system,llm_limit,1,,,,,,,,,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_007_memory_b000_t00_e07-f5b5d66a,GAIA,qwen3-8b,3,planning,inefficient_plan,2,,,,,,,,,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_008_memory_b000_t00_e08-f572f2ad,GAIA,qwen3-8b,4,reflection,outcome_misinterpretation,2,,0.0,,130.5,0.6027713625866051,1740.5,86,0.3972286374133949,338,NO_MEMORY_TAGS_FOUND,
Qwen3-8B_009_memory_b000_t00_e09-f0557a9f,GAIA,qwen3-8b,6,planning,inefficient_plan,4,,0.0,,117.5,0.5280898876404494,220.5,105,0.47191011235955055,392,NO_MEMORY_TAGS_FOUND,
Qwen3-8B_010_memory_b001_t00_e00-7743eba0,GAIA,qwen3-8b,1,planning,constraint_ignorance,1,,,,,,,,,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_011_memory_b001_t00_e01-7ab08a46,GAIA,qwen3-8b,21,system,tool_execution_error,5,106.75,0.3655821917808219,9,78.55,0.3362585616438356,221.94473684210527,69.65,0.2981592465753425,148.55526315789473,,
Qwen3-8B_012_memory_b001_t00_e02-8d639e26,GAIA,qwen3-8b,7,planning,inefficient_plan,2,95,0.12101910828025478,,116.5,0.5936305732484076,227,74.66666666666667,0.28535031847133757,200.33333333333334,,
Qwen3-8B_013_memory_b001_t00_e03-21a3a421,GAIA,qwen3-8b,4,reflection,outcome_misinterpretation,4,,0.0,,99,0.6939252336448598,559,65.5,0.3060747663551402,84.5,NO_MEMORY_TAGS_FOUND,
Qwen3-8B_014_memory_b001_t00_e04-5e8c1dcf,GAIA,qwen3-8b,4,reflection,progress_misjudge,4,,0.0,,99,0.6305732484076433,98,58,0.36942675159235666,200,NO_MEMORY_TAGS_FOUND,
Qwen3-8B_015_memory_b001_t00_e05-c9015705,GAIA,qwen3-8b,2,reflection,outcome_misinterpretation,2,,0.0,,240,1.0,,,0.0,,NO_MEMORY_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_016_memory_b001_t00_e06-71f77595,GAIA,qwen3-8b,4,reflection,progress_misjudge,4,,,,,,,,,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND;NO_PLAN_TAGS_FOUND,
Qwen3-8B_017_memory_b001_t00_e07-f5b5d66a,GAIA,qwen3-8b,5,planning,inefficient_plan,2,99.5,0.34912280701754383,144.5,98.5,0.3456140350877193,420.5,87,0.30526315789473685,288,,
GPT-4o_001_chat_b000_t00_e00-d3248f80,WebShop,gpt-4o,30,plan,inefficient_plan,29,75.72413793103448,0.31140102098695405,267.064039408867,88,0.3618831537152581,522.5,76.8,0.32671582529778787,320.2344827586207,,
GPT-4o_002_chat_b000_t00_e01-5b8f974f,WebShop,gpt-4o,30,reflection,progress_misjudge,2,75.3103448275862,0.29545454545454547,264.2931034482759,92.37931034482759,0.36241883116883117,592.1724137931035,84.3,0.34212662337662336,359.45862068965516,,
GPT-4o_003_chat_b000_t00_e02-1e119842,WebShop,gpt-4o,30,system,environment_error,1,76.89655172413794,0.30728951357310186,305.7389162561576,91.58620689655173,0.36599145652473475,653.3226600985222,79.03333333333333,0.32671902990216345,261.3436781609195,,
GPT-4o_004_chat_b000_t00_e03-21a3a421,WebShop,gpt-4o,21,reflection,progress_misjudge,2,81,0.3172737955346651,503.6842105263158,90.95,0.3562475518997258,341.7342105263158,79.38095238095238,0.3264786525656091,301.54761904761904,,
GPT-4o_005_chat_b000_t00_e04-7e3c13ba,WebShop,gpt-4o,30,plan,inefficient_plan,6,70.17241379310344,0.2937779702612964,215.29064039408868,85.55172413793103,0.3581637072325682,424.5418719211823,80.36666666666666,0.3480583225061354,404.1022988505747,,
GPT-4o_006_chat_b000_t00_e05-996588dc,WebShop,gpt-4o,30,plan,inefficient_plan,9,74.82758620689656,0.30439051760415203,398.07635467980293,91.79310344827586,0.37340440454481694,324.59852216748766,76.56666666666666,0.322205077851031,158.87471264367815,,
GPT-4o_007_chat_b000_t00_e06-a15c0dc2,WebShop,gpt-4o,30,reflection,progress_misjudge,11,77.37931034482759,0.3304860088365243,372.0295566502463,82.34482758620689,0.3516936671575847,411.0911330049261,71.93333333333334,0.317820324005891,134.8919540229885,,
GPT-4o_008_chat_b000_t00_e07-d50ae81f,WebShop,gpt-4o,30,plan,inefficient_plan,13,71.6896551724138,0.2989646246764452,293.3645320197044,86.51724137931035,0.3607995398331895,573.8300492610838,78.86666666666666,0.34023583549036523,234.11954022988505,,
GPT-4o_009_chat_b000_t00_e08-6a7bac22,WebShop,gpt-4o,30,plan,inefficient_plan,5,73.17241379310344,0.298117448721551,394.2192118226601,91.93103448275862,0.3745434110705254,688.4950738916256,77.66666666666667,0.3273391402079236,379.1954022988506,,
GPT-4o_010_chat_b000_t00_e09-f0557a9f,WebShop,gpt-4o,20,memory,hallucination,2,77.94736842105263,0.3099623273336124,211.16374269005848,90.15789473684211,0.35851820845542065,317.8070175438597,79.2,0.33151946421096695,255.1157894736842,,
GPT-4o_011_chat_b000_t00_e10-69d80a84,WebShop,gpt-4o,30,plan,inefficient_plan,21,74.06896551724138,0.3173758865248227,235.35221674876848,80.51724137931035,0.34500591016548465,314.6871921182266,76.16666666666667,0.33761820330969267,273.45402298850576,,
GPT-4o_012_chat_b000_t00_e11-1cc61441,WebShop,gpt-4o,30,plan,constraint_ignorance,13,81.37931034482759,0.310812590543922,434.6009852216749,97.37931034482759,0.37192150665086265,472.17241379310343,80.3,0.3172659028052153,258.0793103448276,,
GPT-4o_013_chat_b000_t00_e12-f27d2887,WebShop,gpt-4o,30,memory,hallucination,2,81.93103448275862,0.30973797418850213,1013.423645320197,96.62068965517241,0.36527180289401645,777.6724137931035,83.1,0.3249902229174814,460.71379310344827,,
GPT-4o_014_chat_b000_t00_e13-c39f2c41,WebShop,gpt-4o,30,memory,hallucination,2,84.20689655172414,0.32703897147448774,528.0270935960591,91.51724137931035,0.35543056113566357,421.7586206896552,79.03333333333333,0.3175304673898487,205.7574712643678,,
GPT-4o_015_chat_b000_t00_e14-1d03d2d8,WebShop,gpt-4o,25,memory,over_simplification,2,79.33333333333333,0.31367380560131797,306.6666666666667,95.375,0.3771004942339374,412.41847826086956,75.08,0.30922570016474465,243.91,,
Llama3.3-70B-Turbo_004_webshop_task_004,WebShop,llama-70b,30,memory,over_simplification,2,123.34482758620689,0.3462059620596206,516.3768472906404,113.82758620689656,0.31949283778552073,309.0049261083744,115.13333333333334,0.3343012001548587,442.18850574712644,,
Llama3.3-70B-Turbo_005_webshop_task_005,WebShop,llama-70b,30,system,environment_error,1,121.93103448275862,0.3258685835406875,598.923645320197,125.58620689655173,0.3356372684545203,591.179802955665,122.43333333333334,0.33849414800479216,2059.150574712644,,
Llama3.3-70B-Turbo_006_webshop_task_006,WebShop,llama-70b,30,memory,over_simplification,6,128.82758620689654,0.3430355339270958,310.7192118226601,125.48275862068965,0.334129097419888,356.7586206896552,117.2,0.32283536865301626,396.02758620689656,,
Llama3.3-70B-Turbo_007_webshop_task_007,WebShop,llama-70b,30,memory,hallucination,21,123.96551724137932,0.336768149882904,218.9630541871921,125.37931034482759,0.3406088992974239,336.1009852216749,114.8,0.3226229508196721,457.1310344827586,,
Llama3.3-70B-Turbo_008_webshop_task_008,WebShop,llama-70b,30,memory,hallucination,2,129.79310344827587,0.35718352628582273,249.16995073891624,124.20689655172414,0.34181059024482824,361.59852216748766,105.73333333333333,0.30100588346934903,399.51264367816094,,
Llama3.3-70B-Turbo_009_webshop_task_009,WebShop,llama-70b,30,action,parameter_error,9,136.20689655172413,0.34419658417567095,574.5270935960591,127.58620689655173,0.32241199024050193,563.2512315270936,127.53333333333333,0.3333914255838271,921.912643678161,,
Llama3.3-70B-Turbo_010_webshop_task_010,WebShop,llama-70b,30,memory,over_simplification,4,128.51724137931035,0.354008358662614,363.90147783251234,122.06896551724138,0.3362462006079027,545.7093596059113,108.7,0.3097454407294833,652.0103448275862,,
Llama3.3-70B-Turbo_011_webshop_task_011,WebShop,llama-70b,30,plan,plan_inefficient,4,134.89655172413794,0.3557980900409277,677.7389162561576,125.93103448275862,0.33215097771714414,565.423645320197,114.36666666666666,0.31205093224192815,495.3436781609195,,
Llama3.3-70B-Turbo_012_webshop_task_012,WebShop,llama-70b,30,system,environment_error,1,123.34482758620689,0.3199749530369443,685.3768472906404,128.79310344827587,0.3341085964755345,729.0985221674877,128.9,0.34591645048752123,1446.5068965517241,,
Llama3.3-70B-Turbo_013_webshop_task_013,WebShop,llama-70b,30,system,environment_error,1,141.68965517241378,0.3475429248075784,588.0788177339901,130.13793103448276,0.31920832276072064,546.2660098522167,131.33333333333334,0.33324875243170093,793.8850574712644,,
Llama3.3-70B-Turbo_014_webshop_task_014,WebShop,llama-70b,30,memory,over_simplification,2,132.44827586206895,0.3613698372377458,410.25615763546796,117.6896551724138,0.32110264371060304,436.2931034482759,112.5,0.31752751905165116,570.3965517241379,,
Llama3.3-70B-Turbo_015_webshop_task_015,WebShop,llama-70b,30,reflection,causal_misattribution,6,134.24137931034483,0.35624084919472915,416.04679802955667,124.82758620689656,0.33125915080527085,402.36206896551727,113.83333333333333,0.3125,558.764367816092,,
Llama3.3-70B-Turbo_016_webshop_task_016,WebShop,llama-70b,30,memory,over_simplification,4,133.48275862068965,0.3440888888888889,664.9729064039409,130.44827586206895,0.33626666666666666,729.5418719211823,119.86666666666666,0.31964444444444445,1213.016091954023,,
Llama3.3-70B-Turbo_017_webshop_task_017,WebShop,llama-70b,30,memory,hallucination,6,134.10344827586206,0.3347391977965226,593.667487684729,136.24137931034483,0.34007574453434325,400.97536945812806,125.93333333333334,0.3251850576691341,661.5126436781609,,
Llama3.3-70B-Turbo_018_webshop_task_018,WebShop,llama-70b,30,plan,plan_inefficient,6,132.9655172413793,0.35057732521138285,256.2487684729064,129.17241379310346,0.3405764160378216,512.1477832512315,113.23333333333333,0.3088462587507955,578.667816091954,,
Llama3.3-70B-Turbo_019_webshop_task_019,WebShop,llama-70b,30,plan,plan_inefficient,7,133.24137931034483,0.3535224153705398,404.6182266009852,124.10344827586206,0.3292772186642269,435.45320197044333,115.56666666666666,0.3172003659652333,792.9436781609195,,
Llama3.3-70B-Turbo_020_webshop_task_020,WebShop,llama-70b,30,memory,,4,143.55172413793105,0.35345559517744946,500.75615763546796,139.20689655172413,0.34275768381728644,515.8128078817734,119.26666666666667,0.30378672100526405,600.5471264367816,,
Qwen3-8B_001_chat_b000_t00_e00-d3248f80,WebShop,qwen3-8b,30,plan,constraint_ignorance,8,97.75862068965517,0.3922246817930271,563.2610837438424,79.44827586206897,0.3187603763143331,476.75615763546796,69.63333333333334,0.2890149418926397,482.92988505747127,,
Qwen3-8B_002_chat_b000_t00_e01-7ab08a46,WebShop,qwen3-8b,5,reflection,progress_misjudge,5,92.25,0.37962962962962965,1814.9166666666667,78.25,0.3220164609053498,2372.9166666666665,58,0.29835390946502055,854,,
Qwen3-8B_003_chat_b000_t00_e02-1e119842,WebShop,qwen3-8b,30,plan,constraint_ignorance,7,100.62068965517241,0.41490118015071803,858.743842364532,68.79310344827586,0.28366273283093985,373.66995073891627,70.66666666666667,0.3014360870183421,386.4367816091954,,
Qwen3-8B_004_chat_b000_t00_e03-d2034edc,WebShop,qwen3-8b,30,plan,inefficient_plan,15,98.41379310344827,0.39144150322315185,411.53694581280786,77.96551724137932,0.31010835276368126,513.4630541871921,72.53333333333333,0.29845014401316694,449.9126436781609,,
Qwen3-8B_005_chat_b000_t00_e04-7e3c13ba,WebShop,qwen3-8b,30,system,environment_error,1,103.96551724137932,0.4033984479529034,489.6773399014778,75.20689655172414,0.2918116135937918,281.2413793103448,75.93333333333334,0.30478993845330477,242.8919540229885,,
Qwen3-8B_006_chat_b000_t00_e05-996588dc,WebShop,qwen3-8b,30,plan,inefficient_plan,7,111.96551724137932,0.43467202141900935,617.8916256157636,72.96551724137932,0.28326639892904953,325.1773399014778,70.23333333333333,0.2820615796519411,352.80574712643676,,
Qwen3-8B_007_chat_b000_t00_e07-d50ae81f,WebShop,qwen3-8b,30,plan,constraint_ignorance,8,91.79310344827586,0.40078289671785605,587.884236453202,67.55172413793103,0.29494128274616077,219.04187192118226,67.36666666666666,0.3042758205359831,221.1367816091954,,
Qwen3-8B_008_chat_b000_t00_e08-6a7bac22,WebShop,qwen3-8b,30,plan,inefficient_plan,7,79.72413793103448,0.3913337846987136,325.1354679802956,64.06896551724138,0.3144888287068382,232.63793103448276,57.93333333333333,0.2941773865944482,140.2712643678161,,
Qwen3-8B_009_chat_b000_t00_e09-f0557a9f,WebShop,qwen3-8b,13,reflection,progress_misjudge,13,99.16666666666667,0.4075342465753425,547.7878787878788,74.41666666666667,0.30582191780821916,614.9924242424242,64.38461538461539,0.28664383561643836,326.4230769230769,,
Qwen3-8B_010_chat_b000_t00_e10-69d80a84,WebShop,qwen3-8b,30,plan,inefficient_plan,4,97.48275862068965,0.4078188113098673,620.1871921182266,71.13793103448276,0.29760530871321406,577.3374384236453,68.06666666666666,0.29457587997691864,597.0988505747126,,
Qwen3-8B_011_chat_b000_t00_e11-1cc61441,WebShop,qwen3-8b,30,plan,inefficient_plan,12,101.06896551724138,0.41817663004708233,806.5665024630542,72.17241379310344,0.29861606505920957,483.0049261083744,66.16666666666667,0.2832073048937081,379.45402298850576,,
Qwen3-8B_012_chat_b000_t00_e12-f27d2887,WebShop,qwen3-8b,30,plan,constraint_ignorance,12,98.41379310344827,0.4226269806012143,992.4655172413793,68.13793103448276,0.29261069154449876,268.3374384236453,64.1,0.28476232785428696,180.6448275862069,,
Qwen3-8B_013_chat_b000_t00_e13-eb20423f,WebShop,qwen3-8b,9,reflection,causal_misattribution,6,118.25,0.4458058435438266,465.92857142857144,74.25,0.27992459943449577,258.7857142857143,64.66666666666667,0.27426955702167766,172.5,,
Qwen3-8B_014_chat_b000_t00_e14-1d03d2d8,WebShop,qwen3-8b,4,reflection,progress_misjudge,4,99.33333333333333,0.3905635648754915,1336.3333333333333,72,0.28309305373525556,1209,62.25,0.32634338138925295,374.9166666666667,,
Qwen3-8B_015_chat_b000_t00_e15-75a3b882,WebShop,qwen3-8b,7,action,misalignment,7,113,0.39372822299651566,1201.6,93.66666666666667,0.32636469221835074,896.2666666666667,68.85714285714286,0.27990708478513354,495.8095238095238,,
Qwen3-8B_016_chat_b000_t00_e16-3c6f739f,WebShop,qwen3-8b,4,reflection,progress_misjudge,4,92,0.35844155844155845,1467,80,0.3116883116883117,1281,63.5,0.32987012987012987,613.6666666666666,,
Qwen3-8B_017_chat_b000_t00_e17-fbe4c42d,WebShop,qwen3-8b,9,memory,hallucination,9,76.375,0.32884822389666307,337.98214285714283,74.875,0.3223896663078579,497.8392857142857,72,0.348762109795479,832.5,,
Qwen3-8B_018_chat_b000_t00_e18-5d01dff2,WebShop,qwen3-8b,9,memory,hallucination,9,90,0.3787480273540242,596.5714285714286,72.125,0.3035244608100999,86.125,67.11111111111111,0.31772751183587583,185.61111111111111,,
